#
#   VizieR Astronomical Server: webviz.u-strasbg.fr 	2009-01-26T15:38:35
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx4430	
#INFO	-out.max=50000	

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column	_RAJ2000	(F10.6)	Right ascension (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(F10.6)	Declination (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#_RAJ2000	_DEJ2000	HIP	Vmag	B-V
#deg	deg		mag	mag
#----------	----------	------	-----	------
* V 10
109.238403	-30.897012	 35241	 6.30	 0.200
109.237836	-30.907514	 35242	 7.99	 0.286
109.239541	-71.749724	 35243	 7.08	 0.435
109.240600	 -7.527517	 35244	 7.66	 0.336
109.246721	-29.729868	 35245	 7.67	 0.276
109.250716	  9.463112	 35248	 7.24	 0.177
109.252694	-33.046183	 35249	 7.81	-0.030
109.264172	 26.689485	 35253	 6.38	 0.883
109.267907	-21.189173	 35255	 7.01	 1.022
109.272690	 59.916507	 35257	 7.84	 0.670
109.274166	-14.847103	 35258	 7.41	 0.448
109.276061	 -4.381062	 35259	 7.98	 0.921
109.278371	-12.846211	 35260	 7.95	 1.337
109.279067	-12.033921	 35261	 6.72	 0.436
109.279994	-28.600387	 35262	 7.12	-0.013
109.280633	-13.989811	 35263	 7.74	-0.015
109.285652	-37.097470	 35264	 2.71	 1.616
109.289719	 33.092054	 35265	 6.93	 0.631
109.290549	 16.291713	 35266	 7.93	 1.372
109.292794	-24.352087	 35267	 7.85	-0.148
109.297677	 13.865700	 35268	 7.80	 0.498
109.301424	 11.126462	 35269	 7.55	 0.026
109.305372	 31.961559	 35272	 7.82	 1.043
109.315035	 26.363702	 35273	 7.28	 1.150
109.323868	 48.464040	 35277	 7.69	 0.115
109.324144	  6.680975	 35278	 6.64	-0.109
109.325111	-40.656555	 35279	 7.57	 0.701
109.328031	 20.744587	 35280	 7.75	 1.043
109.333026	 35.997209	 35282	 7.81	 0.976
109.333948	 58.049366	 35283	 7.54	 0.346
109.338397	  0.648562	 35285	 7.78	 0.916
109.343304	-29.131109	 35286	 7.11	 0.060
109.357202	-39.024767	 35287	 7.38	-0.089
109.360866	-38.913307	 35288	 6.77	 1.352
109.362550	 46.323902	 35291	 7.70	 1.134
109.366372	-57.893944	 35293	 7.81	 1.082
109.373174	-46.979242	 35296	 6.70	 0.975
109.377249	 31.698053	 35298	 6.75	-0.058
109.381685	 -5.822637	 35300	 7.23	-0.081
109.381928	 -6.679997	 35301	 6.29	 1.624
109.387307	-18.794644	 35303	 7.87	 1.510
109.390499	 52.131071	 35304	 5.93	 1.259
109.396945	 -3.747996	 35306	 7.38	-0.140
109.405741	  0.181226	 35309	 7.85	-0.001
109.410500	  9.292085	 35310	 6.72	 0.565
109.413079	-59.262121	 35313	 7.55	 0.199
109.419102	 40.945116	 35314	 7.45	 1.003
109.427691	 38.876265	 35317	 6.48	 0.995
109.445758	-25.985670	 35323	 7.83	 0.419
109.450052	-26.797556	 35326	 6.45	-0.153
109.477192	 26.333147	 35333	 7.61	 0.997
109.490136	-13.887516	 35337	 7.53	 0.421
109.505659	 45.128582	 35339	 7.61	 0.441
109.509222	 40.883393	 35341	 5.87	 0.181
109.511083	-30.937801	 35342	 7.97	-0.081
109.512727	 -3.114667	 35343	 7.90	 0.111
109.517045	 30.955872	 35345	 6.19	-0.024
109.517705	-43.986786	 35347	 5.86	-0.117
109.523245	 16.540383	 35350	 3.58	 0.106
109.551160	-22.339334	 35358	 6.70	 1.207
109.551336	-51.050468	 35359	 7.52	 0.556
109.553891	-40.083741	 35360	 7.93	 1.097
109.576636	-36.733962	 35363	 4.65	-0.099
109.612905	-23.557449	 35373	 7.84	 1.141
109.613049	-57.351880	 35374	 7.90	 0.662
109.633241	 49.464756	 35384	 5.00	 0.087
109.633758	-32.346835	 35385	 6.99	-0.089
109.639193	-30.798787	 35391	 7.01	-0.185
109.639635	-39.210285	 35393	 5.24	 0.026
109.650412	  0.278653	 35395	 7.30	 0.260
109.650974	 58.918726	 35398	 7.60	 0.387
109.654319	 47.136440	 35402	 7.66	 1.063
109.658844	 11.070257	 35405	 7.99	 1.132
109.659106	-36.742735	 35406	 5.11	-0.170
109.661837	-63.386698	 35408	 7.37	-0.039
109.668051	 14.363421	 35411	 7.77	-0.074
109.668246	-24.558701	 35412	 4.88	-0.160
109.677028	-24.954375	 35415	 4.37	-0.132
109.690567	-55.280566	 35418	 7.78	-0.026
109.692622	  8.486840	 35419	 7.09	 1.047
109.713642	-26.585854	 35427	 5.29	 0.956
109.718858	 38.673590	 35431	 6.96	 0.919
109.728714	 25.941363	 35435	 7.98	 0.403
109.731312	  0.079317	 35436	 6.66	 1.111
109.734574	-45.297264	 35437	 7.17	 0.519
109.744973	-52.539757	 35439	 7.84	 0.506
109.752685	 35.157875	 35440	 7.11	 1.340
109.757999	-19.280304	 35442	 6.06	 0.612
109.760612	 29.183665	 35443	 7.47	 0.977
109.765444	-17.213262	 35444	 6.79	 1.082
109.774013	 10.314964	 35446	 7.37	 0.170
109.777234	-35.184224	 35447	 7.81	-0.012
109.784762	 66.739628	 35449	 7.69	 0.596
109.785736	-38.037994	 35450	 7.02	 1.091
109.791287	-25.565888	 35453	 7.47	-0.174
109.792399	 -1.655766	 35455	 7.95	 0.039
109.796983	-29.013139	 35456	 7.41	 1.270
109.800734	 59.125692	 35457	 7.62	 0.566
109.803192	-24.955707	 35461	 6.82	-0.167
109.807022	-33.727167	 35463	 6.31	 1.302
109.811021	-67.187563	 35464	 7.91	 1.439
109.816635	-49.978005	 35465	 7.26	 1.070
109.823177	 64.115758	 35466	 7.39	 1.153
109.825511	-58.052209	 35467	 6.73	 0.299
109.826724	-17.524865	 35468	 6.70	-0.018
109.829601	 -0.333931	 35469	 7.74	 0.724
109.833821	-22.049773	 35471	 7.02	-0.100
109.836593	 51.493535	 35472	 7.82	 0.543
109.840951	-55.970830	 35474	 7.42	 1.304
109.842167	 -8.783114	 35475	 7.15	 1.708
109.843212	  2.740694	 35476	 5.90	 1.069
109.843639	 36.675553	 35477	 7.48	 0.992
109.849458	 22.024544	 35481	 7.76	 1.040
109.863037	-37.506634	 35483	 7.82	-0.050
109.863289	 10.443701	 35484	 7.86	 0.108
109.867425	-16.395244	 35487	 5.70	 0.346
109.874439	-70.208437	 35492	 7.87	 0.500
109.878220	 26.822916	 35494	 6.96	 0.970
109.884623	-61.144973	 35497	 6.75	 1.234
109.887467	-57.448899	 35498	 7.65	 0.166
109.894882	 10.399251	 35500	 7.36	 1.598
109.948523	  7.142947	 35509	 5.91	 0.537
109.951407	 20.465072	 35510	 7.81	 1.075
109.965524	-52.564984	 35515	 7.41	 1.028
109.970113	 59.252874	 35517	 6.75	 1.470
109.982494	 33.614379	 35526	 7.26	 0.138
109.987821	 -4.583359	 35529	 7.84	 0.110
109.998210	  2.460430	 35533	 7.35	 0.252
110.010706	 19.520807	 35537	 7.21	 1.260
110.010912	  3.776818	 35538	 7.93	 1.427
110.011274	-24.415979	 35539	 7.90	-0.099
110.012680	-33.594786	 35540	 7.95	 0.159
110.019349	 -4.991446	 35543	 7.10	 0.289
110.020019	-20.704094	 35544	 6.99	 0.011
110.027443	-54.210778	 35546	 7.93	 0.924
110.028278	 -3.914525	 35547	 6.70	 1.198
110.028505	 15.142928	 35548	 6.45	 0.009
110.030740	 21.982321	 35550	 3.50	 0.374
110.039878	 16.140331	 35551	 6.88	 1.032
110.054691	 -6.138028	 35556	 7.42	 1.034
110.057259	 39.917909	 35558	 7.82	 1.545
110.078451	 -8.549793	 35561	 7.15	 0.410
110.089267	-52.311524	 35564	 5.50	 0.483
110.095197	 28.122205	 35565	 7.16	 0.113
110.095119	-22.084591	 35566	 7.18	 1.012
110.095636	-56.294647	 35567	 6.57	 0.111
110.126424	 -6.603520	 35572	 7.88	 0.622
110.129455	  0.403618	 35576	 6.88	-0.012
110.129990	 17.864641	 35577	 7.75	 1.113
110.135564	-26.700236	 35578	 6.74	 0.248
110.162557	-52.198706	 35588	 6.90	-0.024
110.161696	-52.085924	 35589	 5.38	-0.069
110.163088	-58.673262	 35590	 7.81	-0.019
110.179098	 -8.421026	 35594	 7.97	-0.006
110.181995	  3.581663	 35595	 6.88	-0.164
110.192952	 -0.846755	 35598	 7.48	 0.317
110.205547	  9.653765	 35601	 7.50	 0.464
110.207822	 -6.135493	 35602	 7.24	 0.034
110.208103	-51.404634	 35603	 6.79	 0.115
110.208445	-29.863264	 35604	 7.88	-0.152
110.209811	-32.476681	 35605	 7.34	 1.334
110.221207	-22.850428	 35609	 6.59	-0.137
110.225530	-20.649079	 35610	 7.17	 0.208
110.228816	-26.963838	 35611	 6.00	-0.172
110.230361	 52.267941	 35612	 7.93	 1.270
110.240144	  6.237592	 35614	 7.17	 0.971
110.242857	-14.360489	 35615	 5.59	 0.971
110.252575	 10.195618	 35619	 7.75	 0.078
110.257033	-50.854242	 35621	 7.31	-0.103
110.262912	 42.655913	 35623	 6.33	 1.404
110.268053	-25.891643	 35626	 5.87	 1.604
110.271113	-41.197283	 35627	 7.98	 0.887
110.312824	-35.496124	 35638	 7.99	 0.056
110.320022	 -8.877900	 35642	 6.56	 0.532
110.322910	 45.228200	 35643	 5.74	 0.342
110.336120	-41.990309	 35645	 7.86	 0.029
110.337433	 13.164717	 35646	 7.49	 0.251
110.342328	-48.527061	 35648	 6.83	-0.068
110.343654	 -3.288592	 35649	 7.20	 1.553
110.345921	-48.532906	 35652	 7.95	 0.012
110.364482	 11.011839	 35657	 7.78	 1.038
110.368658	-28.191196	 35660	 7.00	 0.972
110.378732	 37.662780	 35662	 6.88	 1.048
110.386734	 26.159232	 35664	 7.53	 0.786
110.394297	 -5.897186	 35669	 6.60	-0.104
110.400497	-79.164431	 35671	 7.57	 1.264
110.421208	-61.951411	 35676	 6.92	-0.094
110.461108	 75.089520	 35690	 6.96	 0.031
110.464317	-55.771093	 35692	 7.94	-0.027
110.482958	 60.325763	 35697	 7.57	 0.413
110.486460	-38.936757	 35698	 7.73	 0.536
110.486920	 20.443658	 35699	 5.09	 1.528
110.499556	 39.959999	 35702	 7.99	 0.910
110.501739	 41.311019	 35704	 7.56	 0.919
110.507564	 -5.570678	 35705	 7.42	 0.003
110.508560	 -8.979377	 35707	 6.42	-0.189
110.510903	 36.760584	 35710	 5.12	 1.082
110.514494	  0.177121	 35712	 5.99	-0.069
110.534425	-32.587330	 35716	 7.13	-0.051
110.555875	 38.995944	 35725	 6.40	 1.217
110.556703	 50.147732	 35726	 7.72	 0.172
110.556371	-19.016600	 35727	 4.94	-0.039
110.562943	 50.148821	 35731	 7.49	 0.320
110.568224	-35.916239	 35733	 6.68	 0.559
110.571602	 59.901996	 35735	 6.36	 0.282
110.577463	 -2.979175	 35737	 6.23	 0.686
110.581821	-16.311299	 35740	 6.98	 1.414
110.585621	-17.812345	 35741	 7.89	 0.466
110.596214	-20.506664	 35746	 6.96	 1.610
110.598278	-24.903896	 35747	 7.02	 1.419
110.605790	 -5.982829	 35749	 5.83	 0.352
110.617997	  0.700831	 35751	 6.43	 0.995
110.628520	 -0.259349	 35754	 6.78	-0.053
110.641078	 29.824352	 35759	 7.69	 1.093
110.648542	-32.046015	 35761	 6.82	-0.171
110.649288	 62.865980	 35762	 7.30	 1.345
110.658387	 52.838331	 35766	 7.74	 1.260
110.661782	-44.617811	 35767	 7.72	-0.098
110.680481	-26.011345	 35769	 7.15	-0.073
110.684378	 42.664785	 35770	 7.71	 0.230
110.685492	 77.896255	 35771	 7.76	 0.475
110.700636	 -9.631959	 35775	 7.37	 0.549
110.702113	  9.845755	 35777	 7.97	 0.101
110.703410	-16.726245	 35778	 7.34	 0.987
110.703310	-52.519252	 35779	 7.56	 0.920
110.711830	 55.284320	 35783	 6.86	-0.051
110.716879	 55.281392	 35785	 5.80	-0.078
110.724448	 55.340895	 35787	 7.57	 0.014
110.737294	-55.577167	 35790	 6.89	 1.043
110.741641	-29.750777	 35791	 7.63	 1.083
110.742364	 -3.892271	 35792	 7.40	 0.514
110.752905	-31.923781	 35795	 5.40	-0.161
110.755786	 15.358946	 35796	 6.66	 0.911
110.765284	 20.555445	 35801	 7.74	 0.349
110.769194	 18.273412	 35803	 6.78	 0.455
110.773352	 17.409647	 35804	 7.19	-0.040
110.774548	-65.470075	 35805	 7.95	 1.260
110.775467	-62.271637	 35806	 7.09	 0.974
110.778459	-70.636612	 35809	 6.75	 1.076
110.785368	 40.699847	 35811	 7.60	 0.958
110.791198	  5.379321	 35814	 7.97	 0.963
110.797031	-39.090845	 35815	 7.86	 0.366
110.814444	-10.068375	 35823	 7.62	 0.498
110.826529	 33.697324	 35826	 7.91	 0.087
110.831663	-36.340147	 35830	 6.74	-0.131
110.842802	-53.508149	 35833	 7.04	 0.970
110.852115	-20.230328	 35839	 7.35	 0.330
110.867238	 22.945349	 35842	 6.17	 0.006
110.868797	 25.050531	 35846	 5.04	 0.902
110.870801	-27.834294	 35848	 5.37	 1.539
110.871926	 41.364106	 35852	 7.85	 0.054
110.882897	-32.202068	 35855	 5.41	-0.169
110.884131	-34.517978	 35856	 7.48	 1.067
110.894386	-31.299939	 35859	 7.99	-0.084
110.907267	-14.100172	 35864	 7.64	-0.064
110.918323	-30.449194	 35866	 7.03	 0.113
110.920923	 57.577207	 35867	 7.99	 0.549
110.925395	-53.669348	 35869	 7.22	-0.068
110.928765	-28.411213	 35870	 7.75	 0.375
110.950093	 80.626281	 35874	 7.20	 0.990
110.949480	 16.675108	 35875	 7.07	 1.493
110.963024	-39.537811	 35879	 7.10	 1.032
110.974235	-17.413436	 35884	 6.84	 0.489
110.976806	-30.217011	 35887	 6.61	-0.198
110.983706	 33.667654	 35890	 7.88	 1.506
110.985602	 27.794524	 35891	 7.71	 1.320
110.990714	 61.453168	 35892	 7.68	 0.211
110.993062	-35.837824	 35893	 6.32	-0.136
111.000081	 10.906258	 35894	 7.34	 0.103
111.005349	 -3.978875	 35896	 7.10	 1.432
111.005807	  1.987034	 35897	 7.85	 0.237
111.016032	-31.892230	 35901	 7.81	 1.473
111.023761	-29.303104	 35904	 2.45	-0.083
111.033311	-28.827882	 35906	 6.79	-0.150
111.035284	 40.672389	 35907	 5.23	 1.249
111.037263	 21.457753	 35909	 7.28	 0.092
111.039107	-58.491949	 35910	 6.58	 0.710
111.051385	-22.362515	 35912	 7.27	 1.565
111.054021	 64.147796	 35913	 7.68	 0.077
111.071617	 36.310914	 35919	 7.14	 0.402
111.071809	-22.912758	 35920	 6.20	-0.088
111.072672	-18.348160	 35922	 6.95	 0.243
111.075761	  3.177958	 35923	 7.24	 1.220
111.102382	 10.245668	 35929	 6.90	 0.917
111.105162	 34.236198	 35932	 7.99	 0.946
111.115200	 15.517195	 35933	 6.47	-0.190
111.118498	  6.150257	 35935	 7.94	 1.166
111.120408	-12.201456	 35936	 7.74	 1.185
111.130388	-43.464416	 35939	 7.98	 0.760
111.139390	 27.637857	 35941	 5.77	 0.368
111.154699	-71.470657	 35946	 6.49	 0.120
111.156351	-38.273313	 35947	 7.42	 0.435
111.167448	-16.201473	 35951	 5.18	-0.035
111.170084	 65.838556	 35953	 7.56	 0.254
111.182723	-31.808905	 35957	 5.35	 1.071
111.197311	-37.291193	 35960	 6.14	 0.261
111.202712	 41.969823	 35968	 7.80	 1.659
111.207012	 20.000843	 35969	 7.59	 0.038
111.212010	-19.012279	 35975	 6.24	 0.291
111.217556	 44.851911	 35978	 7.84	 0.800
111.237866	 51.887259	 35984	 5.80	 1.610
111.242414	 11.669524	 35987	 5.37	 0.105
111.269397	-43.387167	 35993	 7.76	 0.061
111.278306	-14.883223	 35995	 6.76	 0.042
111.283195	-21.173853	 35997	 6.80	 0.117
111.284648	-13.751978	 35998	 5.79	 0.432
111.288026	-70.403827	 35999	 7.75	 1.200
111.290766	 19.005485	 36000	 7.47	 1.060
111.293906	 67.147184	 36002	 7.63	 0.088
111.318228	-28.186912	 36009	 7.93	-0.144
111.324333	 49.656907	 36012	 7.84	 1.678
111.325139	 56.569158	 36014	 7.69	 0.603
111.329317	-41.157582	 36015	 7.58	 0.446
111.333230	-21.982591	 36017	 6.04	 0.227
111.341507	 81.257456	 36019	 6.30	-0.031
111.355283	-25.217767	 36024	 5.79	-0.103
111.359242	 78.253998	 36025	 7.23	 1.232
111.359822	 56.544103	 36026	 7.53	 1.526
111.362019	  4.850795	 36028	 7.94	 1.627
111.365775	 46.810301	 36029	 7.99	 1.243
111.390587	-19.437742	 36034	 6.90	 1.513
111.397062	 20.495140	 36035	 6.92	 0.332
111.408735	-79.094188	 36039	 5.54	 1.281
111.412071	  9.276097	 36041	 4.99	 0.991
111.429081	-31.738721	 36045	 6.32	-0.176
111.431650	 27.798080	 36046	 3.78	 1.024
111.438860	  4.445918	 36049	 7.11	 1.104
111.463334	 -5.774961	 36055	 5.98	 0.901
111.466522	 48.547766	 36056	 6.77	-0.047
111.470855	  6.713261	 36059	 7.84	 0.331
111.475540	 18.147473	 36060	 6.93	 0.895
111.482062	 32.861093	 36066	 7.55	 0.123
111.483745	-14.178764	 36068	 6.82	 0.031
111.484320	 73.850847	 36069	 7.60	 0.006
111.488405	 -2.248469	 36071	 6.99	 0.568
111.497612	-42.107808	 36074	 7.41	 1.253
111.499206	 42.166468	 36075	 7.95	 0.440
111.510079	 14.102946	 36078	 7.40	-0.085
111.512928	-18.362969	 36079	 7.44	 0.062
111.514118	 -4.537375	 36080	 6.78	-0.008
111.515047	-15.665917	 36081	 6.88	 0.620
111.519140	  5.580100	 36082	 7.05	 1.039
111.521578	-26.790331	 36083	 7.42	 1.416
111.524727	-48.167899	 36084	 7.88	 1.056
111.527433	 31.896686	 36087	 7.08	 0.026
111.530610	-18.121540	 36089	 7.29	-0.020
111.548169	-75.590203	 36097	 7.63	 1.242
111.548476	-20.402670	 36098	 7.88	 0.395
111.554030	 78.045099	 36100	 7.51	 0.112
111.555697	-20.906266	 36101	 7.18	 0.105
111.591044	-51.018481	 36114	 5.09	 1.038
111.592215	-35.176652	 36115	 7.42	 1.059
111.605413	-10.089501	 36120	 6.97	 0.175
111.613905	 18.516917	 36122	 7.26	 0.330
111.615777	 10.608067	 36123	 6.38	 0.078
111.642307	 -0.469511	 36130	 7.02	 0.119
111.646447	 73.082674	 36132	 7.35	 0.323
111.649267	-13.188982	 36134	 6.93	-0.005
111.661501	-23.082049	 36136	 7.41	-0.016
111.662771	 -4.318418	 36137	 7.59	 1.114
111.662017	-69.576394	 36138	 7.78	 0.529
111.665000	 31.619999	 36139	 7.14	 0.893
111.669513	-23.712613	 36140	 6.62	-0.002
111.671724	 11.008833	 36141	 6.39	-0.126
111.676325	 73.083647	 36142	 7.82	 0.300
111.676941	-34.140692	 36143	 5.90	-0.153
111.678547	 49.211527	 36145	 4.61	-0.001
111.692243	 44.478637	 36147	 7.78	 1.082
111.692357	 -5.868901	 36148	 7.40	 1.500
111.709386	 21.535645	 36152	 6.54	 0.464
111.734361	-65.597535	 36155	 7.84	 0.859
111.734710	 20.257557	 36156	 5.94	 0.336
111.738143	 59.151751	 36158	 7.74	 1.591
111.739877	 75.612207	 36159	 7.39	 0.069
111.743871	 43.258418	 36163	 6.66	 1.370
111.744508	-34.312166	 36165	 7.03	 0.487
111.747845	-23.086023	 36168	 5.65	-0.134
111.749742	-59.578659	 36169	 7.81	 1.061
111.763315	-43.183136	 36178	 7.94	 1.508
111.765716	-12.223934	 36179	 7.92	-0.016
111.773082	-68.615420	 36182	 7.15	 0.407
111.783029	 47.645930	 36185	 7.66	 0.094
111.783290	-17.864861	 36186	 5.60	 0.314
111.787678	  8.289315	 36188	 2.89	-0.097
111.787979	 11.954995	 36189	 6.58	 0.903
111.829097	  1.452673	 36200	 7.16	 1.041
111.849707	 39.315063	 36207	 6.99	 1.026
111.856110	-51.402601	 36210	 6.72	 0.694
111.857660	 66.331571	 36211	 6.47	-0.064
111.858147	 15.316402	 36212	 7.22	-0.009
111.879517	-25.048455	 36218	 7.64	 0.161
111.891476	-21.146033	 36223	 7.55	 0.757
111.892094	 38.666065	 36224	 6.92	 0.900
111.893686	-18.491888	 36225	 6.92	-0.084
111.904129	-18.496604	 36227	 7.63	 0.340
111.916641	 14.676264	 36231	 7.43	 1.564
111.918904	 22.141459	 36232	 6.78	 1.680
111.928236	-47.414011	 36234	 7.59	 0.063
111.928518	 -3.071453	 36235	 7.85	-0.139
111.928907	-22.859199	 36236	 5.98	-0.088
111.934847	 21.445247	 36238	 5.20	 0.455
111.953666	 27.292478	 36243	 7.34	 0.925
111.955886	-28.371206	 36246	 7.09	-0.119
111.961588	 19.044795	 36249	 7.24	 0.734
111.965256	-11.556867	 36251	 5.79	 0.583
111.981843	-23.489754	 36256	 7.48	 0.958
111.996503	-29.155896	 36258	 5.55	-0.048
111.996813	-47.107507	 36259	 7.65	 0.996
111.998942	 -2.882180	 36260	 6.89	 1.011
112.003818	 26.227518	 36262	 7.34	 0.135
112.008038	-26.838974	 36264	 6.26	 1.513
112.008645	  6.941968	 36265	 5.22	 0.221
112.017139	 66.491082	 36270	 7.70	 0.290
112.022090	-19.118142	 36275	 7.49	-0.087
112.033749	 22.651912	 36279	 7.91	 1.084
112.036013	 46.521694	 36281	 6.86	 0.111
112.040810	  8.925530	 36284	 4.33	 1.425
112.044136	 40.656587	 36285	 7.39	 0.702
112.047573	-58.072872	 36287	 6.52	 0.936
112.048379	 45.990613	 36288	 7.27	 1.462
112.050659	 29.424998	 36291	 7.67	 0.254
112.066880	 46.286096	 36294	 7.93	 0.599
112.070397	-11.265294	 36296	 7.49	-0.061
112.073251	-43.963127	 36298	 7.58	-0.051
112.078198	-48.812868	 36299	 7.98	 0.019
112.092406	 -7.158935	 36303	 7.74	 0.483
112.095763	-37.810168	 36304	 6.54	 0.061
112.096816	-35.260155	 36305	 7.48	 0.201
112.099668	 61.877551	 36306	 7.34	 1.153
112.103044	 21.549390	 36307	 7.15	 0.929
112.107449	  3.392937	 36309	 7.78	 1.272
112.110025	-12.956076	 36311	 7.94	 0.033
112.130513	 42.752496	 36315	 7.89	 1.147
112.143091	-10.043751	 36320	 6.63	-0.101
112.166263	 27.552938	 36325	 6.36	 1.223
112.169262	 24.648612	 36326	 7.61	 0.454
112.171163	-29.118679	 36328	 6.67	 1.125
112.171207	-21.804668	 36329	 7.28	 1.382
112.174729	  2.283481	 36331	 7.39	 0.086
112.177379	 63.874828	 36333	 7.59	 0.412
112.181401	 47.920753	 36334	 6.66	 1.474
112.183722	 34.436921	 36335	 7.45	 1.133
112.194783	  7.927737	 36339	 7.95	 0.496
112.196889	 15.109823	 36340	 6.23	-0.040
112.213132	-31.848401	 36345	 5.95	-0.156
112.214203	-64.509805	 36346	 6.38	 1.554
112.214509	 48.183930	 36348	 5.70	-0.092
112.219276	 46.314618	 36351	 6.42	 1.202
112.236176	-34.918372	 36355	 6.92	-0.118
112.243381	 74.148200	 36356	 7.81	 0.220
112.257377	 31.993840	 36357	 7.73	 0.923
112.270476	-31.456216	 36362	 5.78	-0.185
112.273730	-38.812065	 36363	 5.41	-0.148
112.274100	-18.875214	 36364	 6.94	 1.200
112.277288	  1.502079	 36365	 7.70	 1.092
112.277996	 31.784550	 36366	 4.16	 0.320
112.297196	 12.760022	 36371	 6.58	 0.227
112.303540	 11.581261	 36374	 7.00	 1.036
112.305919	 14.358344	 36376	 7.17	 0.039
112.307626	-43.301433	 36377	 3.25	 1.509
112.311012	-30.643803	 36379	 7.90	 1.652
112.321404	-34.171415	 36381	 7.32	 0.203
112.324611	  3.380314	 36384	 7.63	 0.230
112.325430	 11.024541	 36385	 7.63	 1.560
112.325740	 22.788636	 36386	 7.72	 1.458
112.327786	 -1.905329	 36388	 5.60	 1.493
112.328443	  6.582112	 36389	 6.58	 1.003
112.331038	-13.139166	 36390	 7.16	 1.141
112.335005	-17.344949	 36392	 7.15	 0.641
112.335172	 28.118275	 36393	 5.07	 0.120
112.341097	-14.998657	 36395	 6.05	 0.479
112.342111	-10.326664	 36396	 5.75	 1.616
112.344905	-21.869216	 36397	 7.82	-0.087
112.356833	 -7.551168	 36399	 5.86	 0.487
112.358857	 47.290120	 36401	 7.94	 0.777
112.362792	 34.803314	 36402	 7.91	 0.091
112.366543	-21.858620	 36404	 7.77	-0.088
112.376167	-36.684677	 36409	 7.51	 1.436
112.378093	 19.633172	 36411	 6.73	 1.280
112.378805	 35.163962	 36412	 7.22	 1.501
112.380893	-38.122662	 36414	 7.73	 0.551
112.397654	  7.840483	 36418	 7.34	 1.148
112.397713	 -9.259253	 36419	 7.97	 0.439
112.438943	-46.689473	 36422	 7.41	 0.026
112.449095	 12.006564	 36425	 4.55	 1.276
112.450031	-44.911927	 36427	 7.84	-0.028
112.453189	 27.916147	 36429	 5.01	 1.117
112.464219	-23.024287	 36431	 4.85	 0.243
112.473288	-14.358196	 36435	 7.32	 0.331
112.476252	-13.989400	 36437	 7.20	-0.085
112.483151	 49.672463	 36439	 5.35	 0.470
112.486650	-61.249538	 36440	 7.68	 0.503
112.498847	-52.651157	 36444	 5.87	 1.010
112.508775	-25.146213	 36451	 7.12	 0.210
112.509012	-19.526651	 36452	 6.72	 1.491
112.520899	 -8.518061	 36456	 7.70	 0.445
112.525783	 10.047627	 36458	 7.25	 1.606
112.543080	 38.169470	 36463	 6.99	 0.498
112.547044	-17.067700	 36464	 7.55	 1.162
112.561600	 20.784375	 36468	 7.56	 0.139
112.574812	-57.210476	 36471	 7.07	 1.555
112.577350	-40.989217	 36474	 6.55	 0.960
112.592933	 29.191515	 36479	 7.61	 1.016
112.597471	 19.813922	 36481	 7.07	 0.604
112.609275	 13.864956	 36485	 7.16	 0.505
112.611841	-20.807962	 36486	 7.37	 0.091
112.615158	  7.719251	 36487	 7.64	 0.228
112.619159	-50.608972	 36489	 6.55	-0.021
112.621173	  2.262254	 36492	 6.96	 1.389
112.628831	-54.399365	 36496	 5.95	 1.585
112.633361	 13.844405	 36497	 7.95	 0.586
112.639469	 48.879409	 36498	 7.27	 0.176
112.640012	  5.254640	 36499	 6.91	 0.029
112.641976	-34.090598	 36500	 7.62	-0.088
112.651420	  4.554325	 36503	 7.76	 1.082
112.656451	 74.798787	 36504	 7.79	 0.896
112.662189	 20.491622	 36506	 7.23	 0.162
112.663707	 41.890340	 36507	 7.21	 1.108
112.663805	 49.939104	 36508	 7.75	 0.945
112.664901	 27.908736	 36509	 7.11	 0.465
112.666723	-15.994588	 36512	 7.73	 0.637
112.677509	-30.962281	 36514	 4.65	 0.904
112.677130	-37.339361	 36515	 6.66	 0.641
112.678997	 -9.310050	 36516	 7.76	 0.051
112.688392	 -6.717939	 36517	 7.99	 0.168
112.692587	-28.096989	 36520	 7.68	 0.095
112.697784	 -9.776890	 36521	 6.81	 1.096
112.709376	-51.158955	 36523	 7.48	 1.170
112.713058	 -5.226494	 36526	 6.24	 1.185
